customer_id,customer_name,city,signup_date,is_premium
179,Katherine Mitchell,West John,2024-04-20,True
180,Matthew Chen,South Williammouth,2023-12-23,True
181,Theresa Ellis,Freemanmouth,2024-09-24,True
182,Katherine Figueroa,New Carmen,2024-11-10,True
183,Ricardo Jones,Tracyview,2024-07-08,False
184,Jennifer Brown,Jamesmouth,2026-01-18,True
185,Amy Davis,Debraborough,2024-03-14,True
186,Lori Wood,Port Jamiemouth,2025-02-22,True
187,Cory Waller,New Robertshire,2026-01-18,False
188,Amy Allison,Lake Caroline,2023-09-05,True
189,Alyssa Hull,South Brittanytown,2026-01-16,True
190,Catherine Simpson,Lake David,2024-11-26,False
191,Norman Jackson,Lake Dennis,2024-07-10,True
192,Kara Richardson,New Christineberg,2023-06-16,True
193,Jared Olson,Port Brianfurt,2024-10-14,True
194,Craig Jones,Jamesshire,2024-03-23,True
195,Carly Wallace,New Lukeview,2024-04-05,True
196,Veronica Clark,North Christinashire,2023-06-09,False
197,Daryl Williams,Lindseytown,2024-05-11,False
198,Matthew May,Shelbybury,2025-12-31,False
199,Bailey Morris,Port Rodneymouth,2024-08-09,True
200,Amber Jackson,Kleinland,2023-02-11,True
201,Matthew Smith,Richardfort,2024-04-17,True
202,Andrew Blair,South Christopherland,2026-01-08,False
203,Jessica Coleman,Waynechester,2023-02-20,True
204,Nicole Stanley,East Chaseborough,2023-05-28,True
205,Anthony Gutierrez,Murphyfurt,2023-02-21,False
206,Corey Bryant,Port Evan,2025-07-21,True
207,Kevin Hawkins,North Kevinville,2023-02-07,False
208,Allison Grant,East Martin,2024-03-07,False
209,Samuel Foley,East Robertland,2024-04-03,False
210,Sara Hall,West Erikberg,2025-07-13,True
211,Timothy Maynard,Richardsbury,2025-08-14,True
212,Patricia Cruz,New Roberttown,2024-06-09,True
213,Michael Wilkins,East Ashleybury,2023-07-19,True
214,Patricia Lutz,Adamsland,2024-11-20,True
215,Brian Mcmahon,Port Jon,2023-08-06,True
216,Kimberly Duran,Cruzfurt,2024-05-03,True
217,Eric Martin,West Johnton,2024-11-27,False
218,Joseph Murphy,New Eddieshire,2024-07-20,True
219,Scott Carter,Coleshire,2024-09-25,False
220,Matthew Dodson,New Lawrence,2023-01-26,True
221,Mary Horne,South Kevinshire,2023-04-16,True
222,Cynthia Stevenson,Port Bobby,2025-07-21,True
223,Susan Coleman,North Caitlyn,2026-01-05,False
224,Jimmy Weaver,Prestonmouth,2024-07-29,False
225,Adriana Williams,East Michelleview,2023-02-11,False
226,Allison Brown,West Michael,2024-11-18,False
227,Melissa Pollard,Port Darrenmouth,2025-05-26,True
228,Rebecca Patel,North Heather,2025-08-17,False
229,Mr. Tyler Reynolds,Maddenton,2025-12-04,True
230,Mark Wilson,South Nicole,2025-05-13,True
231,Karen Benson,Fordberg,2025-04-10,False
232,Michael Rodriguez,Mitchellstad,2023-08-17,False
233,Jessica Garcia,New Brandonville,2023-03-16,False
234,Jennifer Brewer,Delacruzfurt,2023-02-21,False
235,Charles Garcia,North Dawn,2025-06-27,False
236,Jordan Pittman,Coleland,2025-12-19,False
237,Phillip Brooks,Lake Aaron,2024-11-27,False
238,Jacqueline Higgins,Lake Franciscofurt,2023-04-09,False
239,Sharon Thomas,Port Christopher,2025-10-07,True
240,Emma Esparza,Braunshire,2025-01-14,False
241,Sara Jones,Mitchellport,2025-06-09,False
242,Emma Baker,New Jonathanmouth,2025-05-02,True
243,Stephen Huang Jr.,North Robertfort,2024-06-14,False
244,Nicole Andrews,South Jeffrey,2023-02-15,True
245,Caitlin Cortez,North Kristenfurt,2024-05-16,True
246,Eric Howard,Lake Tina,2023-08-29,False
247,Jason Patterson,Williamsborough,2024-07-04,True
248,Steven Casey,Drakeshire,2023-09-17,True
249,Elizabeth Mclaughlin,North Joeside,2023-07-15,True
250,Tyler Bowman,Port Amandaborough,2023-07-04,True
251,Lisa Green,Michaelchester,2025-09-03,False
252,Aaron Page,Ashleymouth,2025-04-18,True
253,Shane Ponce,Lake Christopher,2024-08-19,False
254,Kimberly Guzman,South Jefferyfort,2024-06-02,True
255,Emily Roy,Lake Christopher,2023-05-07,True
256,Matthew Mills,Port Molly,2024-03-24,True
257,Brandon Salinas,Elizabethbury,2025-02-04,True
258,Sharon Anderson MD,Port Joseborough,2025-02-15,False
259,Karen Anderson,Port Matthewfurt,2023-05-28,False
260,Ryan Meza,East Evanhaven,2025-10-31,True
261,Zachary Ford,North Mariastad,2024-03-27,True
262,Roger Smith,Crosston,2024-01-07,False
263,Morgan Marks,West Alyssa,2025-05-17,True
264,Andre Wright,North Gavin,2023-02-03,True
265,Kathryn Henderson,Lake Andrewberg,2023-01-26,True
266,Veronica Kim,Kingberg,2024-07-10,False
267,Jessica Casey,Martinezmouth,2024-03-22,False
268,Beth Garcia,New John,2023-11-14,False
269,Peter Armstrong,Hammondborough,2026-01-12,True
270,Lucas Anderson,Robertburgh,2025-02-18,True
271,Patricia Wheeler,New Christineborough,2024-11-09,False
272,Joyce Beck,Danmouth,2023-04-05,False
273,Kiara Butler,East Bradley,2024-07-23,False
274,Grace Evans,Lake Kenneth,2024-04-28,False
275,Haley Campbell,Warrenburgh,2025-01-26,True
276,Kimberly Martinez,Lake Dorisside,2024-02-10,False
277,Leslie Smith,Rivasmouth,2025-10-25,True
278,Margaret Mueller,Thomashaven,2023-09-27,False
279,Michael Pena,Lake Jennifer,2025-08-28,True
280,Melody Duncan,Michaelborough,2024-08-09,False
281,Jocelyn Petersen,South Joshua,2023-09-16,False
282,Dylan Pena,Roweburgh,2025-08-27,False
283,Diana Gutierrez,North Susanburgh,2023-01-28,False
284,Christopher Wallace,South Shannonfurt,2024-09-19,True
285,Joseph Craig,Brianport,2023-10-11,False
286,Jay Rodriguez,Lake Wendyland,2023-03-15,True
287,Michael Fields,Shanehaven,2025-06-08,True
288,William Johnston,Lake Theresa,2023-11-22,True
289,Jill Newman,Lake Blake,2025-06-21,True
290,Madeline Ross,Johnborough,2024-07-06,False
291,Heather Watson,Fitzgeraldview,2025-11-20,True
292,Billy Cook,Lake David,2023-05-11,True
293,Angela Russell,Howehaven,2024-07-20,True
294,Jacob Diaz,Berrymouth,2024-10-02,False
295,Kimberly Hernandez,Hamiltonhaven,2025-06-18,False
296,Sara Odom,East Thomasview,2023-06-23,False
297,Kathryn Clay,Olsonburgh,2023-02-24,False
298,Lori Munoz,Port Michaelview,2023-07-21,True
299,Alan Morton,Stephaniefort,2025-03-20,True
300,Mindy Williams,East Johnton,2023-02-12,False
301,Steven Garcia,Greenchester,2023-06-18,True
302,Mrs. Sarah Hall,North Johnfort,2024-05-16,True
303,Margaret Wright,East Davidside,2024-12-17,True
304,Suzanne Wade,Normanland,2024-07-03,False
305,Amanda Gonzales,East Jeffrey,2025-12-07,False
306,Peggy Simpson,Samanthaton,2023-09-19,True
307,Nathan Perez,East Marissaborough,2025-10-27,False
308,Justin Santos,East Richard,2025-11-09,False
309,Jeffrey Kim,Lake Paul,2024-06-16,False
310,David Young,South Garyfort,2024-04-26,False
311,Henry Buchanan,Spearsport,2023-09-13,False
312,John Rose,Sherribury,2025-01-06,True
313,Eric Rogers,Martinezville,2023-08-08,False
314,Gina Morales,New Andrewbury,2024-03-28,True
315,Cynthia Smith,New Briannaton,2024-03-26,True
316,Pamela Smith,Port Mark,2024-12-24,False
317,Mark Farmer,Gravesborough,2025-09-02,True
318,Nicole Garrett,Wrightfort,2023-05-26,True
319,Gabriel Miller,Port Ashlee,2024-03-15,True
320,Alexis Palmer,Jodihaven,2024-04-23,False
321,Christopher Bennett,Kristenport,2025-03-17,False
322,Denise Long,Morganshire,2023-10-28,True
323,Brian Gilbert,Joseborough,2023-03-28,False
324,Heidi Jordan,New Emma,2023-04-18,False
325,Tracy Thomas,New Lindsey,2024-05-15,False
326,Kelsey Castillo,East Mary,2023-02-03,False
327,Isaiah Santiago,Walkerville,2025-12-30,True
328,Austin Daniels,East Lauraville,2023-02-05,True
329,George Martin,Derekfurt,2024-09-20,False
330,Shaun Butler,Vincentberg,2023-07-27,False
331,Phillip Conley,Allenton,2024-09-28,True
332,Stacey Smith DVM,West Bryan,2024-10-02,True
333,Krista Davis,Lawrencestad,2025-10-15,False
334,Jennifer Chan,Port Denise,2023-04-23,True
335,Brian Rios,Port William,2023-05-08,False
336,Andrew Flynn,Smithtown,2025-01-11,False
337,Eric Sanders,New Joanna,2024-03-13,True
338,Brandi Newman,Markshire,2026-01-21,True
339,Tony Carlson,South Dennis,2024-02-29,False
340,Connie Sanders,Schmidtmouth,2024-03-07,False
341,Stephanie Mueller,Lopezmouth,2024-02-13,True
342,Kenneth Anderson,Scottburgh,2025-01-24,False
343,David Oconnell,Cookberg,2025-04-05,True
344,Helen Fitzpatrick,North Autumntown,2024-02-15,False
345,Thomas Kemp,New Madison,2025-04-02,True
346,Brian Barr,Peggymouth,2025-10-20,True
347,Shane Huang,Moralesfurt,2024-05-15,True
348,Aaron Hammond,Kaylaburgh,2024-07-15,False
349,Christine Zhang,South Tammy,2023-12-31,False
350,Alan Hernandez,New Evelynbury,2025-03-11,True
351,Kayla Farmer,South Kelseymouth,2025-04-01,False
352,Angel Ho,North Christophermouth,2025-11-09,True
353,Melissa Saunders,New Luisfort,2024-02-03,True
354,Jennifer Allen,Morrisonview,2024-10-26,False
355,Jeanette Padilla,Williamview,2025-01-14,False
356,Robert Galvan,North Jeffreyshire,2025-02-27,True
357,Kimberly Walton,Gallagherburgh,2024-09-20,False
358,Julia Calderon,East Emily,2024-12-19,False
359,Laura Gates,Janetburgh,2024-02-25,True
360,Lauren Johnston,Zunigachester,2023-04-24,True
361,John Lane,Sarafort,2025-12-02,False
362,Jeffrey Burgess,Port Amymouth,2023-07-11,True
363,John Cooper,Port Tylerstad,2024-05-05,True
364,Albert Walker,Garnerborough,2025-11-15,False
365,Michelle Dixon,East Shawna,2023-02-17,True
366,Sherry Miller DDS,South Anthony,2025-07-21,True
367,Toni Alvarez,Nicholasstad,2023-05-28,False
368,Devin Todd,Gordonshire,2024-08-25,False
369,Gregory Schultz Jr.,Katherinestad,2024-12-20,True
370,David Rodriguez,Lauramouth,2024-10-12,True
371,Timothy Peterson,Courtneyfort,2024-03-03,False
372,Jennifer Ramirez,Anthonyshire,2023-07-04,False
373,Cindy Peterson,Edwardtown,2025-11-10,False
374,Lindsay Brown,Avilahaven,2024-01-02,False
375,Lisa Martinez,Lake Jeremyfort,2025-01-27,True
376,Elizabeth Kelly,Scottmouth,2024-02-28,False
377,Jodi Johnson,Petersenborough,2023-07-26,False
378,Jason Tucker,Rebekahport,2024-11-28,True
379,Anna Schroeder,Marshallfurt,2026-01-11,False
380,Patricia Rodriguez,Port Michael,2025-07-10,True
381,Sean Lopez,Kellystad,2025-03-02,False
382,Samantha Torres,Lake Brandon,2024-09-14,False
383,Dwayne Cervantes,Port Johnborough,2025-05-30,False
384,Jonathan Rodgers,Wadeborough,2024-01-31,True
385,Regina Freeman,Port Robert,2025-04-30,True
386,Gregory Carter,East Christopherberg,2024-10-24,False
387,Rodney Hernandez,New Jerome,2024-06-26,True
388,Katrina Becker,Sandraland,2024-10-24,True
389,Joshua Juarez,New Jamesmouth,2024-06-29,True
390,Kevin Guzman,Lopezshire,2023-03-25,True
391,Dawn Martinez,Rossmouth,2024-06-10,True
392,April Ochoa,West Nancy,2024-09-19,True
393,Theresa Thomas,Emilyville,2025-01-30,False
394,Michael Case,Tylerfort,2023-12-25,False
395,Shannon Woods,West Dylanborough,2023-11-13,True
396,Kevin Gardner,Jasonmouth,2025-02-13,False
397,Rebecca Wilson,Kellybury,2024-08-08,False
398,Andrea Long,New Angelaside,2024-07-10,False
399,Melissa Lane,Port Barbaratown,2024-09-07,False
400,Ryan Miller,Kelleyside,2025-01-24,True
401,Cheyenne Matthews,Moodyfort,2025-05-24,False
402,Shawn Johnson,South Tyler,2024-10-16,False
403,Lawrence Cortez,Padillafort,2024-01-01,True
404,Deborah Preston,South Steven,2024-10-06,True
405,Karen Gibbs,Nancyberg,2023-05-30,False
406,Brent Matthews,East Ronald,2023-11-02,False
407,Mrs. Rebecca Pineda,Patriciashire,2025-10-29,False
408,Loretta Martinez,West Michaelview,2023-06-27,False
409,Debra Rodriguez,Austinchester,2023-06-25,False
410,Julie Smith,Port Loriton,2023-03-26,False
411,Patricia Clarke,Jessicachester,2023-11-12,True
412,David James Jr.,Port Catherineville,2024-08-05,False
413,Denise Arias,Lake Jeremyville,2023-04-13,False
414,Cynthia Patterson,Jessicaton,2024-03-02,True
415,Kevin Jackson,West Tammyfurt,2023-06-25,True
416,Nancy Shaw,Millerview,2025-10-10,True
417,Michael Taylor,East Kendra,2025-06-05,True
418,Elizabeth Booker,West Kevinfurt,2025-10-15,False
419,Sarah Hill,North Michaelburgh,2025-07-10,False
420,Jordan Patton,South Mitchell,2023-11-13,False
421,Donald Kelley,Michelleville,2023-05-26,False
422,Joshua Harrison,Laurafurt,2025-03-11,False
423,Nancy Hall,New Dana,2025-09-26,False
424,Laura Dunn,Carolynstad,2025-04-15,True
425,Evelyn Alvarez,Port Jeffrey,2023-09-07,False
426,Richard Gomez,Samanthabury,2023-02-13,True
427,Laura Perez,Lake Erikton,2024-05-22,True
428,Elizabeth Lee,Amyburgh,2025-03-21,False
429,Katherine Stein,Zacharybury,2025-03-23,True
430,Joe King,Johnsonside,2023-11-25,False
431,Rebecca Goodwin,Davisfort,2025-05-29,True
432,Timothy Luna,Andrewtown,2023-12-20,False
433,Paul Moore,West Brandonmouth,2024-04-18,True
434,Samantha Roberts,Port Christyborough,2025-04-30,False
435,Rachel Leonard,Port Austinstad,2023-05-31,False
436,Carol Blake,Lake Krystalburgh,2024-05-15,False
437,Megan Hicks,Shawnton,2026-01-03,False
438,Judy Carrillo,Lake Aliciamouth,2025-01-19,False
439,Becky Wyatt,Garciabury,2023-08-22,True
440,Julie Buck,New Linda,2025-02-24,True
441,Robert Hansen,Lake Johnny,2025-09-04,True
442,Terry Nelson,Lake Veronicaland,2023-12-02,False
443,Maurice Conway,East Jessica,2024-01-12,True
444,Timothy Hampton,Kimberlyton,2024-04-13,False
445,David Gill,Campbellburgh,2025-04-09,False
446,Lisa Le,Smithfurt,2025-01-21,True
447,Kelly Wright,Victorview,2023-02-21,True
448,Jared Thomas,Lake Matthew,2023-12-23,False
449,Jay Dunn,Hunterburgh,2024-06-20,True
450,Anthony Young,Danielshaven,2025-05-18,False
451,Katie Copeland,West Evelynhaven,2025-06-17,False
452,Ronald Gilmore,Adamsbury,2023-06-25,False
453,Sandra Watts,Charlesstad,2025-01-28,False
454,Brandon Martin,North Katelyn,2025-03-11,False
455,James Flores,Brandistad,2025-01-28,True
456,Julie Williams,West Autumnborough,2024-07-09,True
457,Nicholas Harmon,Meyerchester,2024-09-10,False
458,Susan Williams,South Kevin,2026-01-13,False
459,Janice Gonzalez,South Brandon,2024-12-24,True
460,Gary Grant,Joshuahaven,2026-01-21,True
461,Nicholas Foster,Beckerland,2023-12-23,False
462,Joel Cunningham,South Theodore,2025-09-16,True
463,Christine Figueroa,Port Amandaside,2025-12-27,False
464,Andrew Richardson,South Michael,2023-12-12,True
465,Vickie Weaver,Walkerborough,2026-01-23,False
466,Ms. Christine Sheppard,Vazquezberg,2025-03-20,True
467,Andre Allen,Mariahville,2024-01-29,False
468,Joseph Fitzgerald,Port Gabrielaberg,2024-07-22,True
469,Stacy Williams,Port Amandaville,2023-08-20,True
470,Michelle Harper,Lake Nicole,2023-12-06,False
471,Julie Obrien,Lake Nancy,2023-10-10,True
472,Jessica Myers,Jeremyshire,2025-05-20,False
473,Brent Hunt,Aarontown,2024-02-25,True
474,Miguel Walker,Brownland,2025-01-03,False
475,Jason Scott,Thomasville,2024-10-03,True
476,Stephanie Gonzalez,New Thomasfurt,2026-01-16,False
477,Erin Jarvis,East Lisa,2024-02-07,True
478,Mary Carter,South Tyler,2025-08-20,False
479,Ashley Lee,Richardville,2023-03-26,True
480,Austin Brewer,New Amanda,2024-05-28,False
481,Anne Mccann,West Brian,2024-12-13,False
482,Michael Simpson,Nicolemouth,2024-01-15,False
483,Johnny Mann,Lopezbury,2024-12-28,True
484,Megan Mitchell,Bryanburgh,2023-02-10,False
485,Sarah Little,South April,2024-06-27,True
486,Robert Williams,Evanshaven,2024-03-15,False
487,Sandra Brown,Martinview,2023-04-17,True
488,Sandra Young,Jessicafurt,2024-12-28,False
489,Ricky Simpson,Nelsonside,2025-08-03,True
490,Whitney Torres,West Angelaport,2023-10-27,True
491,Harry Montes,East Aaron,2024-01-28,False
492,Christian Walton,South Brian,2025-10-22,True
493,Christine Curry,East David,2024-12-05,True
494,Dean Perry,New Maryborough,2023-12-24,False
495,Randy Mason,Port Richard,2023-10-24,True
496,Melissa Williams,Charlestown,2024-12-07,True
497,Dr. Joel Moreno DDS,Lake William,2024-05-12,True
498,Donald Bryant,Bethstad,2024-06-13,False
499,Shawn Parsons,Lopezfurt,2024-05-12,True
500,Selena Jacobson,Mcdonaldtown,2025-11-15,False
501,James Bell,East John,2023-03-11,True
502,Cheyenne Turner,Carpenterport,2023-10-03,True
503,Bradley Williams,Ramoston,2025-12-31,True
504,Lawrence Coleman,South Darryl,2023-05-27,False
505,Timothy David,New Jenniferport,2025-06-16,True
506,Wanda Martinez,West Mariaview,2023-04-18,True
507,Samuel Martinez,Lake Peter,2025-07-08,False
508,Brett Yoder,Lake Kevin,2023-07-27,True
509,Alyssa Nixon,North Michael,2023-07-28,False
510,Amber Leach,South Christopher,2024-06-04,False
511,Jennifer Gilmore,Melissaburgh,2023-05-09,True
512,Justin Hughes,New Troytown,2025-11-02,False
513,Lauren Norton,North Timothy,2023-08-24,True
514,Jennifer Walker,Erikside,2024-02-24,False
515,Jill Figueroa,Port Sandraburgh,2025-04-22,False
516,Patricia Chambers,Jonborough,2025-03-30,True
517,Elizabeth Harrison,Garciafort,2025-11-18,False
518,Susan Mueller,West David,2024-03-13,False
519,Victor Rodriguez,Mcgeestad,2024-04-10,False
520,Elizabeth Allen,Jerryton,2024-12-17,False
521,Zachary Johnson,Gillespietown,2025-03-29,False
522,Mary Finley,East Amyfurt,2025-03-11,True
523,Victor Lloyd,Thorntonside,2025-04-21,False
524,Tom Morgan,North Kathy,2023-11-29,True
525,Emily Ortiz,Hansenberg,2025-08-15,False
526,Dawn Anderson,Westview,2023-08-02,True
